tc;test #;kp;kd;ki;ess_step;IAE;ITAE;Kr;Tn;Tv;PR;RT;P-Eng;S-Eng;Eng-rel;osc_p;osc_s;parameter_code;eng-diff;mr_lll_RT;mr_lll_EngS;mr_lll_osc;mr_IAE;mr_PR;total_one
tc100;809;14.285714285714285;0.3571428571428571;7142.857142857142;0.9345794392523364;0.0400891862868636;0.0008571428571428;0.07;0.002;0.025;1.055;0.055;689015406.868;8652345564935.985;7.963336666305441e-05;3;3;hhl;-7661205810652.43;;;;;;
tc100;80;7.692307692307692;0.6153846153846153;313.97174254317105;0.8849557522123894;0.1841821840544761;0.0180923076923076;0.13;0.0245;0.08;1.001;0.201;140127916.327;388949586501.673;0.0003602726964883;1;3;llh;602190167781.883;;;;;;
tc100;810;4.545454545454546;0.1818181818181818;116.55011655011656;0.819672131147541;0.1263113037481026;0.0085090909090909;0.22;0.039;0.04;1.028;0.122;221917054.149;874478074820.407;0.0002537708612014;1;3;lll;116661679463.14905;1.0;1.0;1.0;0.0;1.0;4.0
tc100;811;3.333333333333333;0.0166666666666666;141.84397163120568;0.7692307692307692;0.0296858552175947;0.00047;0.3;0.0235;0.005;1.133;0.06;509687372.829;1855726274247.184;0.0002746565481677;1;1;lll;-864586519963.628;1.0;0.0;1.0;1.0;0.0;3.0
tc100;812;11.11111111111111;0.8888888888888888;209.64360587002096;0.9174311926605504;0.3255764119219941;0.0565333333333333;0.09;0.053;0.08;1.027;0.229;112051820.451;167583701135.359;0.0006686319713185;1;3;elh;823556053148.197;;;;;;
tc100;813;3.333333333333333;0.1166666666666666;158.7301587301587;0.7692307692307692;0.0742462120245874;0.00294;0.3;0.021;0.035;1.006;0.104;281730419.475;1765322484520.63;0.000159591475181;1;3;lll;-774182730237.0739;1.0;0.0;1.0;1.0;1.0;4.0
tc100;814;6.666666666666667;0.4;740.7407407407409;0.8695652173913044;0.09;0.0043199999999999;0.15;0.009;0.06;1.0;0.157;213630510.117;1221878661521.919;0.0001748377452233;3;29;lll;-230738907238.3629;0.0;0.0;0.0;1.0;1.0;2.0
tc100;815;14.285714285714285;1.1428571428571428;414.0786749482401;0.9345794392523364;0.2978494346381837;0.0473142857142857;0.07;0.0345;0.08;1.024;0.211;120421897.516;143316823613.148;0.0008402495567516;1;3;hlh;847822930670.408;;;;;;
tc100;816;7.142857142857142;0.1785714285714285;131.0615989515072;0.8771929824561403;0.1479774355385692;0.0116785714285714;0.14;0.0545;0.025;1.092;0.116;229710624.855;526393014147.643;0.0004363861576448;1;1;lll;464746740135.913;1.0;1.0;1.0;0.0;0.0;3.0
tc100;817;4.3478260869565215;0.3478260869565217;177.4622892635315;0.8130081300813008;0.1384698994131152;0.0102260869565217;0.23;0.0245;0.08;1.0;0.206;144790593.715;790260413898.539;0.0001832188366879;7;51;lll;200879340385.0171;0.0;1.0;0.0;0.0;1.0;2.0
tc100;818;20.0;0.8;5000.0;0.9523809523809523;0.0848528137423857;0.0038399999999999;0.05;0.004;0.04;1.0;0.102;357557345.068;1602685453386.227;0.0002230988896246;1;3;hhh;-611545699102.671;;;;;;
tc100;819;14.285714285714285;0.0;985.2216748768471;div0;0.0038399999999999;0.0038399999999999;0.07;0.0145;0.0;1.557;0.069;935732933.19;1517626843216.511;0.0006165764248125;1;1;hll;-526487088932.95496;;;;;;
tc100;81;4.3478260869565215;0.108695652173913;185.01387604070305;0.8130081300813008;0.0758108343754087;0.0030652173913043;0.23;0.0235;0.025;1.041;0.082;338924529.339;1472698468539.751;0.000230138440814;1;1;lll;-481558714256.19495;1.0;0.0;1.0;1.0;1.0;4.0
tc100;820;3.333333333333333;0.0;190.47619047619045;div0;0.0030652173913043;0.0030652173913043;0.3;0.0175;0.0;1.282;0.053;796285420.502;3424282801963.428;0.0002325407878243;1;1;lll;-2433143047679.872;1.0;0.0;1.0;1.0;0.0;3.0
tc100;821;4.3478260869565215;0.2608695652173913;197.6284584980237;0.8130081300813008;0.11363557311978;0.0068869565217391;0.23;0.022;0.06;1.0;0.158;186208604.626;888531745687.89;0.0002095688820682;1;3;lll;102608008595.66602;0.0;1.0;1.0;0.0;1.0;3.0
tc100;822;20.0;0.2;606.060606060606;0.9523809523809523;0.1218605760695394;0.0079199999999999;0.05;0.033;0.01;1.302;0.125;269734269.783;189191342579.634;0.0014257220552756;1;1;hll;801948411703.922;;;;;;
tc100;823;16.666666666666668;0.6666666666666667;1041.6666666666667;0.9433962264150942;0.1549193338482966;0.0127999999999999;0.06;0.016;0.04;1.088;0.112;241481615.037;330436459763.604;0.000730795915226;1;1;hlh;660703294519.952;;;;;;
tc100;824;16.666666666666668;0.0;1666.6666666666667;div0;0.0127999999999999;0.0127999999999999;0.06;0.01;0.0;1.631;0.064;1387376131.851;2661740019612.636;0.000521229016218;1;1;hhl;-1670600265329.08;;;;;;
tc100;825;14.285714285714285;0.7857142857142857;492.6108374384236;0.9345794392523364;0.2264240648492494;0.0273428571428571;0.07;0.029;0.055;1.055;0.156;163348170.513;196560636914.729;0.0008310319557209;1;3;hlh;794579117368.827;;;;;;
tc100;826;11.11111111111111;0.3888888888888889;3703.703703703704;0.9174311926605504;0.0512347538297979;0.0014;0.09;0.003;0.035;1.0;0.097;426433878.844;4397884927965.301;9.6963400777585e-05;7;7;ehl;-3406745173681.7446;;;;;;
tc100;827;10.0;0.25;476.19047619047615;0.9090909090909091;0.1086853255964208;0.0063;0.1;0.021;0.025;1.137;0.088;321901455.992;630717911081.358;0.0005103731007735;1;1;lll;360421843202.198;1.0;1.0;1.0;0.0;0.0;3.0
tc100;828;16.666666666666668;0.0;793.6507936507936;div0;0.0063;0.0063;0.06;0.021;0.0;1.494;0.087;586496933.978;610244719770.725;0.0009610848156102;1;1;hll;380895034512.83105;;;;;;
tc100;829;3.333333333333333;0.0;105.82010582010582;div0;0.0063;0.0063;0.3;0.0315;0.0;1.154;0.06;515903700.504;1805775951330.793;0.0002856964066465;1;1;lll;-814636197047.2369;1.0;0.0;1.0;1.0;0.0;3.0
tc100;82;7.142857142857142;0.0;106.6098081023454;div0;0.0063;0.0063;0.14;0.067;0.0;1.181;0.087;330439007.806;718336130647.646;0.0004600061081545;1;1;lll;272803623635.91003;1.0;1.0;1.0;1.0;0.0;4.0
tc100;830;6.666666666666667;0.5333333333333333;1212.1212121212122;0.8695652173913044;0.0812403840463596;0.0035199999999999;0.15;0.0055;0.08;1.0;0.207;191316382.475;2868934868117.918;6.668550917661912e-05;7;79;lll;-1877795113834.3618;0.0;0.0;0.0;1.0;1.0;2.0
tc100;831;16.666666666666668;0.6666666666666667;168.35016835016836;0.9433962264150942;0.3853569773599539;0.0792;0.06;0.099;0.04;1.074;0.243;104254161.877;94075354431.449;0.0011081984490738;1;3;hlh;897064399852.107;;;;;;
tc100;832;Jun.25;0.0625;114.6788990825688;0.8620689655172414;0.0875446314744656;0.0040874999999999;0.16;0.0545;0.01;1.143;0.087;320442964.465;829330636011.249;0.0003863874678574;1;1;lll;161809118272.307;1.0;1.0;1.0;1.0;0.0;4.0
tc100;833;20.0;0.0;200.0;div0;0.0040874999999999;0.0040874999999999;0.05;0.1;0.0;1.143;0.205;128034686.364;87914378310.214;0.0014563566145257;1;1;hll;903225375973.342;;;;;;
tc100;834;4.3478260869565215;0.2608695652173913;362.3188405797101;0.8130081300813008;0.0839254327416282;0.0037565217391304;0.23;0.012;0.06;1.0;0.16;206620251.36;1458844845776.557;0.0001416327801809;7;39;lll;-467705091493.00085;0.0;0.0;0.0;1.0;1.0;2.0
tc100;835;14.285714285714285;0.0714285714285714;696.8641114982578;0.9345794392523364;0.0573989795827666;0.0017571428571428;0.07;0.0205;0.005;1.414;0.083;528116316.146;666896243937.852;0.0007919017702478;1;1;hll;324243510345.704;;;;;;
tc100;836;3.333333333333333;0.2;58.99705014749263;0.7692307692307692;0.1594521871910197;0.0135599999999999;0.3;0.0565;0.06;01.Jän;0.181;157912221.964;961043160875.199;0.0001643133507346;1;9;lll;30096593408.357056;0.0;1.0;0.0;0.0;1.0;2.0
tc100;837;16.666666666666668;0.9166666666666669;250.6265664160401;0.9433962264150942;0.3703461218914004;0.07315;0.06;0.0665;0.055;1.074;0.223;112800408.169;98769649061.35;0.0011420553706628;1;3;hlh;892370105222.206;;;;;;
tc100;838;7.142857142857142;0.4285714285714285;213.2196162046908;0.8771929824561403;0.1797319432615455;0.0172285714285714;0.14;0.0335;0.06;1.018;0.16;165896131.903;436832397554.347;0.0003797706690982;1;3;lll;554307356729.209;0.0;1.0;1.0;0.0;1.0;3.0
tc100;839;16.666666666666668;0.4166666666666667;314.4654088050315;0.9433962264150942;0.2229069312515876;0.0264999999999999;0.06;0.053;0.025;1.157;0.16;168940940.874;138946394503.539;0.0012158713543998;1;1;hll;852193359780.0171;;;;;;
tc100;83;3.333333333333333;0.0333333333333333;50.12531328320802;0.7692307692307692;0.0706222344591276;0.00266;0.3;0.0665;0.01;1.039;0.089;323526876.793;1587713524136.232;0.0002037690501937;1;1;lll;-596573769852.6759;1.0;0.0;1.0;1.0;1.0;4.0
tc100;840;10.0;0.8;1176.470588235294;0.9090909090909091;0.1236931687685298;0.0081599999999999;0.1;0.0085;0.08;1.0;0.202;161740896.183;672635901415.157;0.0002404583160707;7;39;llh;318503852868.39905;;;;;;
tc100;841;Jun.25;0.15625;235.8490566037736;0.8620689655172414;0.0965215325717531;0.0049687499999999;0.16;0.0265;0.025;1.085;0.084;321530818.907;973055506542.556;0.000330434201076;1;1;lll;18084247741.0;1.0;1.0;1.0;1.0;0.0;4.0
tc100;842;7.692307692307692;0.0769230769230769;167.22408026755852;0.8849557522123894;0.0892274535192978;0.0042461538461538;0.13;0.046;0.01;1.182;0.09;321773888.845;649001873037.164;0.0004957980896714;1;1;lll;342137881246.3921;1.0;1.0;1.0;1.0;0.0;4.0
tc100;843;14.285714285714285;0.0714285714285714;664.4518272425249;0.9345794392523364;0.0587822859614794;0.0018428571428571;0.07;0.0215;0.005;1.406;0.084;506491383.81;621194701326.135;0.0008153504573183;1;1;hll;369945052957.421;;;;;;
tc100;844;10.0;0.0;289.85507246376807;div0;0.0018428571428571;0.0018428571428571;0.1;0.0345;0.0;1.353;0.081;456630998.379;672206467078.971;0.0006793017037804;1;1;lll;318933287204.5851;1.0;1.0;1.0;1.0;0.0;4.0
tc100;845;10.0;0.05;121.2121212121212;0.9090909090909091;0.0963392443399884;0.00495;0.1;0.0825;0.005;1.142;0.125;215954527.336;326985484829.632;0.000660440714818;1;1;lll;664154269453.9241;1.0;1.0;1.0;1.0;0.0;4.0
tc100;846;16.666666666666668;1.3333333333333337;347.22222222222223;0.9433962264150942;0.3794733192202055;0.0768;0.06;0.048;0.08;01.Apr;0.237;105588338.712;97769404985.536;0.0010799732158298;1;3;hlh;893370349298.02;;;;;;
tc100;847;20.0;0.7000000000000001;1538.4615384615386;0.9523809523809523;0.1430908802125418;0.0109199999999999;0.05;0.013;0.035;1.129;0.103;277448728.625;364266972910.425;0.0007616631461486;1;1;hhh;626872781373.1311;;;;;;
tc100;848;Jun.25;0.21875;1785.7142857142858;0.8620689655172414;0.0415048942897099;0.00091875;0.16;0.0035;0.035;01.Jän;0.092;462030649.388;8293277840968.96;5.571146394077855e-05;9;9;lhl;-7302138086685.404;;;;;;
tc100;849;16.666666666666668;0.0;268.81720430107526;div0;0.00091875;0.00091875;0.06;0.062;0.0;1.239;0.142;208767150.162;161096107456.127;0.0012959167881747;1;1;hll;830043646827.429;;;;;;
tc100;84;11.11111111111111;0.0;203.8735983690112;div0;0.00091875;0.00091875;0.09;0.0545;0.0;1.252;0.104;293728635.442;365528922266.687;0.0008035715303198;1;1;ell;625610832016.869;;;;;;
tc100;850;7.692307692307692;0.0;256.4102564102564;div0;0.00091875;0.00091875;0.13;0.03;0.0;Jän.37;0.067;587273309.403;1217946097671.961;0.0004821833335034;1;1;lll;-226806343388.4049;1.0;0.0;1.0;1.0;0.0;3.0
tc100;851;3.333333333333333;0.0;246.9135802469136;div0;0.00091875;0.00091875;0.3;0.0135;0.0;1.333;0.052;990747979.625;5268377846250.159;0.0001880556043128;1;1;lll;-4277238091966.603;1.0;0.0;1.0;1.0;0.0;3.0
tc100;852;Jun.25;0.25;462.962962962963;0.8620689655172414;0.0871421252896668;0.00405;0.16;0.0135;0.04;1.003;0.103;283014775.825;1224720938329.693;0.0002310851125081;1;1;lll;-233581184046.1371;1.0;0.0;1.0;1.0;1.0;4.0
tc100;853;16.666666666666668;1.0;277.7777777777778;0.9433962264150942;0.3674234614174766;0.072;0.06;0.06;0.06;1.068;0.221;113388313.605;99953087737.282;0.0011344153159433;1;3;hlh;891186666546.274;;;;;;
tc100;854;7.142857142857142;0.2857142857142857;183.15018315018312;0.8771929824561403;0.1583395988735242;0.0133714285714285;0.14;0.039;0.04;1.052;0.126;207252470.038;505758516056.479;0.0004097854281406;1;1;lll;485381238227.077;1.0;1.0;1.0;0.0;0.0;3.0
tc100;855;4.545454545454546;0.0454545454545454;108.22510822510824;0.819672131147541;0.0655397173128977;0.002290909090909;0.22;0.042;0.01;1.124;0.072;395261572.428;1422635846315.214;0.0002778374897917;1;1;lll;-431496092031.6581;1.0;0.0;1.0;1.0;0.0;3.0
tc100;856;Jun.25;0.0;122.54901960784316;div0;0.002290909090909;0.002290909090909;0.16;0.051;0.0;1.229;0.072;428271168.838;1069090728871.338;0.0004005938479048;1;1;lll;-77950974587.78198;1.0;0.0;1.0;1.0;0.0;3.0
tc100;857;7.692307692307692;0.4615384615384614;5128.205128205128;0.8849557522123894;0.0394676108688163;0.0008307692307692;0.13;0.0015;0.06;0.926;0.25;3967695278.057;150801106987335.5;2.631078350366628e-05;39;39;lhl;-149809967233051.94;;;;;;
tc100;858;7.692307692307692;0.3076923076923076;118.34319526627218;0.8849557522123894;0.2121320343559642;0.024;0.13;0.065;0.04;1.058;0.153;170095750.102;368601211413.771;0.0004614628081378;1;1;lll;622538542869.785;0.0;1.0;1.0;0.0;0.0;2.0
tc100;859;11.11111111111111;0.6666666666666666;617.283950617284;0.9174311926605504;0.1643167672515498;0.0144;0.09;0.018;0.06;01.Jän;0.147;181733354.927;371692953484.564;0.0004889340871901;1;1;elh;619446800798.992;;;;;;
tc100;85;8.333333333333334;0.4583333333333333;8333.333333333334;0.8928571428571428;0.0321130814466628;0.00055;0.12;0.001;0.055;0.922;0.269;4647222450.4;156941690810700.62;2.9611140458562856e-05;39;39;lhl;-155950551056417.06;;;;;;
tc100;860;3.333333333333333;0.0;208.33333333333331;div0;0.00055;0.00055;0.3;0.016;0.0;01.Mär;0.053;857713625.788;3955631084040.768;0.0002168335741036;1;1;lll;-2964491329757.212;1.0;0.0;1.0;1.0;0.0;3.0
tc100;861;8.333333333333334;0.0833333333333333;208.33333333333331;0.8928571428571428;0.0866025403784438;0.0039999999999999;0.12;0.04;0.01;1.207;0.088;339123058.796;628840982533.691;0.0005392826934237;1;1;lll;362298771749.865;1.0;1.0;1.0;1.0;0.0;4.0
tc100;862;4.3478260869565215;0.0;126.02394454946436;div0;0.0039999999999999;0.0039999999999999;0.23;0.0345;0.0;1.218;0.061;537295499.489;1710453136298.839;0.0003141246539216;1;1;lll;-719313382015.2831;1.0;0.0;1.0;1.0;0.0;3.0
tc100;863;7.142857142857142;0.0357142857142857;226.75736961451244;0.8771929824561403;0.0503115294937452;0.00135;0.14;0.0315;0.005;1.278;0.069;486499790.133;1110939099086.951;0.000437917605504;1;1;lll;-119799344803.3949;1.0;0.0;1.0;1.0;0.0;3.0
tc100;864;4.545454545454546;0.0227272727272727;94.6969696969697;0.819672131147541;0.0495433694306862;0.0013090909090909;0.22;0.048;0.005;1.144;0.069;421513611.079;1481462514066.864;0.0002845253302575;1;1;lll;-490322759783.308;1.0;0.0;1.0;1.0;0.0;3.0
tc100;865;16.666666666666668;0.1666666666666666;925.925925925926;0.9433962264150942;0.0821583836257749;0.0036;0.06;0.018;0.01;1.372;0.088;465549712.555;551072671156.548;0.0008448063874732;1;1;hll;440067083127.00806;;;;;;
tc100;866;7.142857142857142;0.0;357.1428571428571;div0;0.0036;0.0036;0.14;0.02;0.0;1.443;0.057;852509951.98;2239312115233.78;0.0003807017102173;1;1;lll;-1248172360950.2236;1.0;0.0;1.0;1.0;0.0;3.0
tc100;867;4.3478260869565215;0.0;94.5179584120983;div0;0.0036;0.0036;0.23;0.046;0.0;1.171;0.064;471867583.85;1593843225613.013;0.0002960564604266;1;1;lll;-602703471329.4569;1.0;0.0;1.0;1.0;0.0;3.0
tc100;868;7.142857142857142;0.5714285714285714;2040.816326530612;0.8771929824561403;0.0670820393249936;0.0024;0.14;0.0035;0.08;0.996;0.226;1743906123.277;99881322450361.06;1.7459782074308085e-05;77;77;lhh;-98890182696077.5;;;;;;
tc100;869;4.3478260869565215;0.1521739130434782;161.0305958132045;0.8130081300813008;0.0961486620676091;0.0049304347826086;0.23;0.027;0.035;1.023;0.104;266521649.867;1150310601601.324;0.0002316953781839;1;1;lll;-159170847317.76794;1.0;0.0;1.0;1.0;1.0;4.0
tc100;86;7.692307692307692;0.0384615384615384;349.65034965034965;0.8849557522123894;0.0436330855412054;0.0010153846153846;0.13;0.022;0.005;1.342;0.063;619136399.148;1492018966359.818;0.0004149655018518;1;1;lll;-500879212076.2621;1.0;0.0;1.0;1.0;0.0;3.0
tc100;870;7.692307692307692;0.2692307692307692;366.3003663003663;0.8849557522123894;0.1127880926612106;0.0067846153846153;0.13;0.021;0.035;1.047;0.097;272885024.88;738124945546.196;0.0003697003150029;1;1;lll;253014808737.36;1.0;1.0;1.0;0.0;1.0;4.0
tc100;871;3.333333333333333;0.2666666666666666;69.44444444444444;0.7692307692307692;0.1697056274847714;0.0153599999999999;0.3;0.048;0.08;1.001;0.22;140626866.051;1914053308461.635;7.347071548598863e-05;1;27;lll;-922913554178.079;0.0;0.0;0.0;0.0;1.0;1.0
tc100;872;16.666666666666668;1.3333333333333337;252.5252525252525;0.9433962264150942;0.4449719092257397;0.1055999999999999;0.06;0.066;0.08;1.043;0.265;94304556.428;85862819346.752;0.0010983165605959;1;3;hlh;905276934936.8041;;;;;;
tc100;873;7.692307692307692;0.0384615384615384;512.8205128205128;0.8849557522123894;0.0360288346061446;0.0006923076923076;0.13;0.015;0.005;1.375;0.056;787245575.107;2299551513101.768;0.0003423474406298;1;1;lll;-1308411758818.212;1.0;0.0;1.0;1.0;0.0;3.0
tc100;874;3.333333333333333;0.0166666666666666;370.3703703703704;0.7692307692307692;0.0183711730708738;0.0001799999999999;0.3;0.009;0.005;1.229;0.052;855313411.348;5989450223679.758;0.0001428033257487;1;1;lll;-4998310469396.202;1.0;0.0;1.0;1.0;0.0;3.0
tc100;875;4.3478260869565215;0.0434782608695652;93.50163627863488;0.8130081300813008;0.0674456302771221;0.0024260869565217;0.23;0.0465;0.01;1.108;0.075;378374239.677;1418118176730.788;0.0002668143218848;1;1;lll;-426978422447.23206;1.0;0.0;1.0;1.0;0.0;3.0
tc100;876;7.142857142857142;0.25;492.6108374384236;0.8771929824561403;0.0903119593409422;0.00435;0.14;0.0145;0.035;1.017;0.089;308591491.815;1127589788282.073;0.0002736735424725;1;1;lll;-136450033998.51697;1.0;0.0;1.0;1.0;1.0;4.0
tc100;877;16.666666666666668;0.1666666666666666;628.930817610063;0.9433962264150942;0.0996870101868844;0.0053;0.06;0.0265;0.01;1.323;0.104;345722679.152;325367876533.47;0.0010625593492369;1;1;hll;665771877750.086;;;;;;
tc100;878;7.142857142857142;0.2857142857142857;680.2721088435374;0.8771929824561403;0.0821583836257749;0.0036;0.14;0.0105;0.04;1.001;0.102;297948462.852;1367084035071.561;0.0002179445119746;1;1;lll;-375944280788.005;1.0;0.0;1.0;1.0;1.0;4.0
tc100;879;4.545454545454546;0.1818181818181818;185.5287569573284;0.819672131147541;0.1001135718707871;0.0053454545454545;0.22;0.0245;0.04;1.015;0.112;248959616.932;1071004015716.832;0.0002324544196646;1;3;lll;-79864261433.276;1.0;0.0;1.0;0.0;1.0;3.0
tc100;87;3.333333333333333;0.0333333333333333;476.1904761904762;0.7692307692307692;0.0229128784747792;0.00028;0.3;0.007;0.01;1.107;0.052;698088082.29;5812986218454.36;0.0001200911297662;1;1;lll;-4821846464170.805;1.0;0.0;1.0;1.0;0.0;3.0
tc100;880;11.11111111111111;0.8888888888888888;168.35016835016833;0.9174311926605504;0.363318042491699;0.0704;0.09;0.066;0.08;01.Mär;0.244;105081998.392;156185399990.065;0.0006728029534046;1;3;elh;834954354293.491;;;;;;
tc100;881;4.3478260869565215;0.0;299.8500749625187;div0;0.0704;0.0704;0.23;0.0145;0.0;1.376;0.053;989559968.547;4171996507363.508;0.0002371909868094;1;1;lll;-3180856753079.9517;1.0;0.0;1.0;1.0;0.0;3.0
tc100;882;10.0;0.35;952.3809523809524;0.9090909090909091;0.090932667397366;0.00441;0.1;0.0105;0.035;1.014;0.083;327650490.745;1077548325146.594;0.0003040703447805;1;1;lll;-86408570863.03796;1.0;0.0;1.0;1.0;1.0;4.0
tc100;883;4.3478260869565215;0.0217391304347826;212.08907741251323;0.8130081300813008;0.0316657131816788;0.0005347826086956;0.23;0.0205;0.005;1.214;0.058;586318814.111;1976988901689.09;0.0002965716264821;1;1;lll;-985849147405.534;1.0;0.0;1.0;1.0;0.0;3.0
tc100;884;20.0;0.5;1025.6410256410256;0.9523809523809523;0.1481131324359862;0.0117;0.05;0.0195;0.025;1.225;0.111;283403476.168;270707876400.786;0.0010468977849333;1;1;hll;720431877882.77;;;;;;
tc100;885;20.0;0.0;2500.0;div0;0.0117;0.0117;0.05;0.008;0.0;1.674;0.064;1740059646.644;3418797955160.135;0.0005089682600335;1;1;hhl;-2427658200876.5786;;;;;;
tc100;886;7.692307692307692;0.3076923076923076;375.23452157598496;0.8849557522123894;0.1191314722997566;0.0075692307692307;0.13;0.0205;0.04;01.Mär;0.106;250260911.142;692944881521.213;0.000361155580791;1;1;lll;298194872762.343;1.0;1.0;1.0;0.0;1.0;4.0
tc100;887;16.666666666666668;0.0;228.31050228310505;div0;0.0075692307692307;0.0075692307692307;0.06;0.073;0.0;1.204;0.154;183254514.709;144561134477.571;0.0012676610167128;1;1;hll;846578619805.985;;;;;;
tc100;888;20.0;01.Jän;888.8888888888889;0.9523809523809523;0.2359819908382841;0.0297;0.05;0.0225;0.055;1.069;0.154;166904746.449;154331063209.002;0.0010814721481116;1;1;hlh;836808691074.554;;;;;;
tc100;889;16.666666666666668;0.9166666666666669;294.9852507374632;0.9433962264150942;0.3413667382742496;0.06215;0.06;0.0565;0.055;1.077;0.208;121275833.14;106082142571.193;0.0011432257135889;1;3;hlh;885057611712.363;;;;;;
tc100;88;7.142857142857142;0.0714285714285714;178.57142857142856;0.8771929824561403;0.0801783725737273;0.0034285714285714;0.14;0.04;0.01;1.191;0.082;360611674.605;804637860660.737;0.0004481664264578;1;1;lll;186501893622.81897;1.0;1.0;1.0;1.0;0.0;4.0
tc100;890;16.666666666666668;0.0;1190.4761904761906;div0;0.0034285714285714;0.0034285714285714;0.06;0.014;0.0;1.568;0.074;907174319.106;1289306253136.257;0.0007036143017993;1;1;hll;-298166498852.70105;;;;;;
tc100;891;7.142857142857142;0.0714285714285714;571.4285714285713;0.8771929824561403;0.0448210728500397;0.0010714285714285;0.14;0.0125;0.01;1.261;0.057;660526268.477;2218198282852.807;0.0002977760255172;1;1;lll;-1227058528569.251;1.0;0.0;1.0;1.0;0.0;3.0
tc100;892;16.666666666666668;0.5833333333333335;326.79738562091507;0.9433962264150942;0.2587228246599051;0.0357;0.06;0.051;0.035;1.127;0.17;154279231.155;130203647815.128;0.0011849071338927;1;1;hlh;860936106468.428;;;;;;
tc100;893;4.545454545454546;0.1818181818181818;85.76329331046313;0.819672131147541;0.1472474725821064;0.0115636363636363;0.22;0.053;0.04;1.032;0.133;204688736.957;799100407480.201;0.0002561489583048;1;3;lll;192039346803.35498;0.0;1.0;1.0;0.0;1.0;3.0
tc100;894;11.11111111111111;0.3888888888888889;2777.777777777778;0.9174311926605504;0.0591607978309961;0.0018666666666666;0.09;0.004;0.035;1.0;0.102;386909106.628;2630745576685.028;0.0001470720354172;1;15;ehl;-1639605822401.4717;;;;;;
tc100;895;4.3478260869565215;0.0;2898.550724637681;div0;0.0018666666666666;0.0018666666666666;0.23;0.0015;0.0;1.629;0.051;14943642558.936;142000202284188.38;0.0001052367695155;1;1;lhl;-141009062529904.8;;;;;;
tc100;896;11.11111111111111;0.6666666666666666;634.9206349206348;0.9174311926605504;0.1620185174601965;0.014;0.09;0.0175;0.06;1.009;0.147;182898178.436;380574138969.527;0.0004805848840155;1;1;elh;610565615314.029;;;;;;
tc100;897;11.11111111111111;0.1111111111111111;653.59477124183;0.9174311926605504;0.0651920240520264;0.0022666666666666;0.09;0.017;0.01;1.334;0.071;549120699.161;1044342454035.477;0.000525805205983;1;1;ell;-53202699751.92102;;;;;;
tc100;898;7.692307692307692;0.0384615384615384;81.8330605564648;0.8849557522123894;0.0901921026732129;0.0043384615384615;0.13;0.094;0.005;1.106;0.114;236485156.361;503800953554.701;0.0004694019626053;1;1;lll;487338800728.85504;1.0;1.0;1.0;1.0;0.0;4.0
tc100;899;16.666666666666668;0.9166666666666669;641.0256410256411;0.9433962264150942;0.2315707235381882;0.0285999999999999;0.06;0.026;0.055;1.062;0.155;164505459.355;173545959890.894;0.0009479071679826;1;1;hlh;817593794392.662;;;;;;
tc100;89;16.666666666666668;0.0833333333333333;505.0505050505051;0.9433962264150942;0.0786606636127613;0.0033;0.06;0.033;0.005;1.335;0.11;325499427.392;275448867640.953;0.0011817054474745;1;1;hll;715690886642.603;;;;;;
tc100;8;10.0;0.1;512.8205128205128;0.9090909090909091;0.0662382064974588;0.00234;0.1;0.0195;0.01;Jän.31;0.072;515466493.332;1004858697011.807;0.0005129741075684;1;1;lll;-13718942728.250977;1.0;0.0;1.0;1.0;0.0;3.0
tc100;900;7.142857142857142;0.5714285714285714;269.54177897574124;0.8771929824561403;0.1845844754344973;0.0181714285714285;0.14;0.0265;0.08;1.001;0.202;139196492.554;412548275084.194;0.0003374065556948;1;3;llh;578591479199.362;;;;;;
tc100;901;3.333333333333333;0.0333333333333333;170.94017094017096;0.7692307692307692;0.0382426463519458;0.00078;0.3;0.0195;0.01;1.084;0.062;468942911.625;1812794689750.576;0.0002586850647105;1;1;lll;-821654935467.0199;1.0;0.0;1.0;1.0;0.0;3.0
tc100;902;Jun.25;0.34375;96.15384615384616;0.8620689655172414;0.2242173889331512;0.0268125;0.16;0.065;0.055;1.031;0.176;151483225.302;435642851046.127;0.0003477234274319;1;3;lll;555496903237.429;0.0;1.0;1.0;0.0;1.0;3.0
tc100;903;6.666666666666667;0.2666666666666666;360.3603603603604;0.8695652173913044;0.1053565375285273;0.0059199999999999;0.15;0.0185;0.04;1.017;0.104;262185626.511;898421368889.819;0.0002918292413669;1;1;lll;92718385393.73706;1.0;1.0;1.0;0.0;1.0;4.0
tc100;904;10.0;0.35;270.27027027027026;0.9090909090909091;0.1706971001511156;0.0155399999999999;0.1;0.037;0.035;1.093;0.125;210145043.437;342258267388.89;0.0006139955216866;1;1;lll;648881486894.666;1.0;1.0;1.0;0.0;0.0;3.0
tc100;905;20.0;0.7000000000000001;273.972602739726;0.9523809523809523;0.3390796366637194;0.0613199999999999;0.05;0.073;0.035;1.112;0.218;117253001.75;80273847346.791;0.0014606625398612;1;3;hlh;910865906936.765;;;;;;
tc100;906;10.0;0.8;188.67924528301887;0.9090909090909091;0.30886890422961;0.05088;0.1;0.053;0.08;1.024;0.226;114456008.64;194698347649.602;0.0005878632768162;1;3;llh;796441406633.9541;;;;;;
