,test #,Kr,Tn,Tv,PR,RT,P-Eng,S-Eng,pressure_max_peak_idx,norm_RT,PR_apr_a,norm_transformed_PR,norm_Eng_p,norm_Eng_s,RT_min,RT_apr_a,norm_RT_ref,PR_apr_b,norm_Eng_combined,R1,R2,R3,kp,ki,kd,ess_step,IAE,ITAE,Warning,mr_rt_vs_pr_f,mr_rt_vs_pr_l,mr_eng_p,mr_kp_rt,mr_kpki,mr_kp_ess,mr_Tn_ess,mr_kd_ki,mr_kp_kd,total_1,total_0,total_na
tc100_def_781,781.0,0.1,0.001,0.01,1.297,0.051,43.286,154.088,0,1.0,-0.76418,0.641,0.0,0.0,0.051,1.0,0.405,0.3095013251,0.0,871.0,868.0,882.0,10.0,10000.0,0.1,0.909,0.015,0.0,,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_671,671.0,0.14,0.0195,0.005,1.347,0.058,2.716,1.939,0,0.985042735,-1.40818,0.581,0.57402552,0.7629657603,0.051,0.9345794393,0.46,0.2122060936,0.6684956402,870.0,869.0,873.0,7.143,366.308,0.036,0.877,0.04,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_691,691.0,0.06,0.022,0.01,1.347,0.095,1.569,0.419,0,0.905982906,-1.40818,0.581,0.7745149449,0.954305136,0.051,0.6944444444,0.754,0.2122060936,0.8644100404,864.0,870.0,837.0,16.667,757.591,0.167,0.943,0.091,0.004,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_92,92.0,0.22,0.018,0.0,1.345,0.055,3.242,2.909,0,0.9914529915,-1.3805,0.583,0.4820835518,0.6408610272,0.051,0.9615384615,0.437,0.2156438203,0.5614722895,874.0,871.0,883.0,4.545,252.5,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_966,966.0,0.16,0.03,0.0,1.352,0.06,2.54,1.724,0,0.9807692308,-1.47808,0.575,0.6047893725,0.7900302115,0.051,0.9174311927,0.476,0.2037772625,0.697409792,872.0,872.0,878.0,6.25,208.333,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_851,851.0,0.3,0.0135,0.0,1.333,0.052,3.896,5.315,0,0.9978632479,-1.21778,0.598,0.3677678727,0.3379909366,0.051,0.9900990099,0.413,0.2370673799,0.3528794047,876.0,873.0,886.0,3.333,246.889,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_844,844.0,0.1,0.0345,0.0,1.353,0.081,1.796,0.678,0,0.9358974359,-1.49218,0.574,0.734836567,0.9217019134,0.051,0.7692307692,0.643,0.2021198011,0.8282692402,868.0,874.0,855.0,10.0,289.855,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_655,655.0,0.12,0.0215,0.005,1.355,0.065,2.413,1.38,0,0.9700854701,-1.5205,0.571,0.6269882888,0.8333333333,0.051,0.8771929825,0.516,0.1988331087,0.730160811,873.0,875.0,872.0,8.333,387.581,0.042,0.893,0.045,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_657,657.0,0.15,0.03,0.0,1.358,0.062,2.467,1.552,0,0.9764957265,-1.56328,0.568,0.6175493795,0.8116817724,0.051,0.9009009009,0.492,0.1939734869,0.7146155759,877.0,876.0,881.0,6.667,222.233,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_990,990.0,0.3,0.013,0.0,1.339,0.052,4.026,5.689,0,0.9978632479,-1.29842,0.591,0.3450445726,0.2909113797,0.051,0.9900990099,0.413,0.2261845967,0.3179779761,883.0,877.0,890.0,3.333,256.385,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_463,463.0,0.1,0.0235,0.005,1.362,0.073,2.114,0.938,0,0.952991453,-1.62088,0.563,0.679251879,0.8889728097,0.051,0.8196721311,0.579,0.1876249389,0.7841123444,880.0,878.0,871.0,10.0,425.532,0.05,0.909,0.051,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_704,704.0,0.12,0.02,0.005,1.363,0.063,2.55,1.522,0,0.9743589744,-1.63538,0.562,0.6030414263,0.8154582075,0.051,0.8928571429,0.5,0.1860610988,0.7092498169,881.0,879.0,884.0,8.333,416.65,0.042,0.893,0.043,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_337,337.0,0.1,0.033,0.0,1.363,0.08,1.87,0.714,0,0.938034188,-1.63538,0.562,0.7219017654,0.9171701913,0.051,0.7751937984,0.635,0.1860610988,0.8195359784,878.0,880.0,869.0,10.0,303.03,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_492,492.0,0.15,0.029,0.0,1.366,0.061,2.539,1.614,0,0.9786324786,-1.67912,0.558,0.6049641671,0.80387714,0.051,0.9090909091,0.484,0.1814252631,0.7044206535,884.0,881.0,888.0,6.667,229.897,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_641,641.0,0.05,0.03,0.005,1.36,0.116,1.275,0.235,0,0.8611111111,-1.592,0.565,0.8259045621,0.9774672709,0.051,0.6060606061,0.921,0.1907805482,0.9016859165,875.0,882.0,836.0,20.0,666.667,0.1,0.952,0.082,0.004,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_357,357.0,0.07,0.027,0.005,1.364,0.093,1.631,0.455,0,0.9102564103,-1.64992,0.56,0.7636776787,0.9497734139,0.051,0.7042253521,0.738,0.1845065494,0.8567255463,879.0,883.0,861.0,14.286,529.111,0.071,0.935,0.066,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_241,241.0,0.09,0.024,0.005,1.368,0.078,1.997,0.78,0,0.9423076923,-1.70848,0.556,0.6997028492,0.9088620342,0.051,0.7874015748,0.619,0.1783809564,0.8042824417,882.0,884.0,874.0,11.111,462.958,0.056,0.917,0.055,0.002,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_459,459.0,0.23,0.0055,0.005,1.326,0.051,6.477,15.6,0,1.0,-1.12552,0.606,0.0,0.0,0.051,1.0,0.405,0.2501964174,0.0,889.0,885.0,896.0,4.348,790.545,0.022,0.813,0.016,0.0,,0,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,1,1,7
tc100_def_850,850.0,0.13,0.03,0.0,1.37,0.067,2.31,1.229,0,0.9658119658,-1.738,0.553,0.6449921342,0.8523413897,0.051,0.8620689655,0.532,0.1753734987,0.748666762,887.0,886.0,887.0,7.692,256.4,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_197,197.0,0.13,0.017,0.005,1.372,0.057,2.94,2.106,0,0.9871794872,-1.76768,0.551,0.534871526,0.7419436052,0.051,0.9433962264,0.452,0.1724027528,0.6384075656,891.0,887.0,894.0,7.692,452.471,0.038,0.885,0.038,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_865,865.0,0.06,0.018,0.01,1.372,0.088,1.831,0.556,0,0.9209401709,-1.76768,0.551,0.7287187555,0.9370594159,0.051,0.7299270073,0.698,0.1724027528,0.8328890857,885.0,888.0,870.0,16.667,925.944,0.167,0.943,0.082,0.004,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_172,172.0,0.16,0.008,0.005,1.355,0.052,4.15,5.533,0,0.9978632479,-1.5205,0.571,0.3233700402,0.3105488419,0.051,0.9900990099,0.413,0.1988331087,0.316959441,895.0,889.0,902.0,6.25,781.25,0.031,0.862,0.024,0.0,,0,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,1,1,7
tc100_def_51,51.0,0.15,0.0095,0.005,1.363,0.053,3.824,4.202,0,0.9957264957,-1.63538,0.562,0.3803530851,0.4780966767,0.051,0.9803921569,0.421,0.1860610988,0.4292248809,897.0,890.0,900.0,6.667,701.789,0.033,0.87,0.027,0.0,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_873,873.0,0.13,0.015,0.005,1.375,0.056,3.096,2.32,0,0.9893162393,-1.8125,0.547,0.5076035658,0.7150050352,0.051,0.9523809524,0.444,0.1680151524,0.6113043005,898.0,891.0,899.0,7.692,512.8,0.038,0.885,0.036,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_68,68.0,0.06,0.0345,0.0,1.373,0.108,1.384,0.291,0,0.8782051282,-1.78258,0.55,0.806851949,0.9704179255,0.051,0.6369426752,0.857,0.1709311021,0.8886349372,886.0,892.0,857.0,16.667,483.101,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,1,1,n/a,0,n/a,n/a,n/a,2,2,5
tc100_def_106,106.0,0.12,0.018,0.005,1.377,0.061,2.769,1.767,0,0.9786324786,-1.84258,0.545,0.5647614053,0.7846173212,0.051,0.9090909091,0.484,0.1651355431,0.6746893633,894.0,893.0,895.0,8.333,462.944,0.042,0.893,0.041,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_408,408.0,0.12,0.0175,0.005,1.379,0.06,2.828,1.841,0,0.9807692308,-1.87282,0.542,0.554448523,0.7753021148,0.051,0.9174311927,0.476,0.162292115,0.6648753189,900.0,894.0,898.0,8.333,476.171,0.042,0.893,0.041,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_423,423.0,0.07,0.025,0.005,1.378,0.09,1.744,0.505,0,0.9166666667,-1.85768,0.543,0.7439258871,0.9434793555,0.051,0.7194244604,0.714,0.1637093166,0.8437026213,888.0,895.0,877.0,14.286,571.44,0.071,0.935,0.063,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_446,446.0,0.07,0.0125,0.01,1.381,0.07,2.472,1.182,0,0.9594017094,-1.90322,0.54,0.6166754064,0.8582578046,0.051,0.8403361345,0.556,0.1594847024,0.7374666055,896.0,896.0,892.0,14.286,1142.88,0.143,0.935,0.063,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_693,693.0,0.07,0.012,0.01,1.381,0.069,2.536,1.259,0,0.9615384615,-1.90322,0.54,0.605488551,0.8485649547,0.051,0.8474576271,0.548,0.1594847024,0.7270267528,899.0,897.0,893.0,14.286,1190.5,0.143,0.935,0.062,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_36,36.0,0.14,0.01,0.005,1.375,0.053,3.757,3.773,0,0.9957264957,-1.8125,0.547,0.3920643244,0.5320996979,0.051,0.9803921569,0.421,0.1680151524,0.4620820112,902.0,898.0,905.0,7.143,714.3,0.036,0.877,0.028,0.0,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_936,936.0,0.05,0.027,0.005,1.38,0.11,1.401,0.271,0,0.8739316239,-1.888,0.541,0.8038804405,0.9729355488,0.051,0.6289308176,0.873,0.1608839173,0.8884079947,890.0,899.0,865.0,20.0,740.741,0.1,0.952,0.078,0.003,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_597,597.0,0.06,0.0255,0.005,1.383,0.098,1.603,0.389,0,0.8995726496,-1.93378,0.537,0.768571928,0.958081571,0.051,0.6802721088,0.778,0.1567131342,0.8633267495,892.0,900.0,876.0,16.667,653.608,0.083,0.943,0.069,0.003,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_656,656.0,0.06,0.003,0.01,1.357,0.052,4.791,7.391,0,0.9978632479,-1.54898,0.569,0.2113266911,0.0766616314,0.051,0.9900990099,0.413,0.1955839869,0.1439941613,904.0,901.0,913.0,16.667,5555.667,0.167,0.943,0.034,0.001,,0,n/a,0,1,n/a,1,n/a,n/a,1,3,2,4
tc100_def_881,881.0,0.23,0.0145,0.0,1.376,0.053,3.892,4.209,0,0.9957264957,-1.82752,0.546,0.3684670512,0.4772155086,0.051,0.9803921569,0.421,0.166570815,0.4228412799,905.0,902.0,912.0,4.348,299.862,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_48,48.0,0.05,0.0335,0.0,1.383,0.118,1.29,0.224,0,0.8568376068,-1.93378,0.537,0.8232826429,0.9788519637,0.051,0.5988023952,0.937,0.1567131342,0.9010673033,893.0,903.0,863.0,20.0,597.015,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,1,1,n/a,0,n/a,n/a,n/a,2,2,5
tc100_def_384,384.0,0.16,0.0225,0.0,1.39,0.057,2.995,2.099,0,0.9871794872,-2.042,0.529,0.5252578221,0.7428247734,0.051,0.9433962264,0.452,0.1472923157,0.6340412977,906.0,904.0,910.0,6.25,277.778,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_443,443.0,0.14,0.009,0.005,1.379,0.053,3.99,4.366,0,0.9957264957,-1.87282,0.542,0.3513371788,0.4574521652,0.051,0.9803921569,0.421,0.162292115,0.404394672,909.0,905.0,920.0,7.143,793.667,0.036,0.877,0.027,0.0,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_467,467.0,0.06,0.0245,0.005,1.391,0.096,1.662,0.411,0,0.9038461538,-2.05762,0.528,0.7582590456,0.9553121853,0.051,0.6896551724,0.762,0.1459816841,0.8567856155,901.0,906.0,885.0,16.667,680.286,0.083,0.943,0.068,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_260,260.0,0.16,0.022,0.0,1.393,0.057,3.036,2.137,0,0.9871794872,-2.08898,0.525,0.5180912428,0.738041289,0.051,0.9433962264,0.452,0.1433865753,0.6280662659,910.0,907.0,916.0,6.25,284.091,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_121,121.0,0.07,0.009,0.01,1.391,0.062,3.07,1.998,0,0.9764957265,-2.05762,0.528,0.5121482258,0.7555387714,0.051,0.9009009009,0.492,0.1459816841,0.6338434986,908.0,908.0,908.0,14.286,1587.333,0.143,0.935,0.054,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_243,243.0,0.15,0.0255,0.0,1.395,0.058,2.847,1.898,0,0.985042735,-2.1205,0.523,0.5511274253,0.7681268882,0.051,0.9345794393,0.46,0.1408261694,0.6596271567,911.0,909.0,915.0,6.667,261.451,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_563,563.0,0.09,0.02,0.005,1.395,0.072,2.319,1.005,0,0.9551282051,-2.1205,0.523,0.6434189827,0.8805387714,0.051,0.826446281,0.571,0.1408261694,0.761978877,903.0,910.0,901.0,11.111,555.55,0.056,0.917,0.05,0.001,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_323,323.0,0.13,0.0265,0.0,1.398,0.064,2.583,1.437,0,0.9722222222,-2.16808,0.519,0.597273204,0.8261581067,0.051,0.8849557522,0.508,0.1370501727,0.7117156554,912.0,911.0,909.0,7.692,290.264,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_178,178.0,0.05,0.002,0.01,1.358,0.052,6.251,12.227,0,0.9978632479,-1.56328,0.568,0.0,0.0,0.051,0.9900990099,0.413,0.1939734869,0.0,918.0,912.0,922.0,20.0,10000.0,0.2,0.952,0.03,0.0,,0,n/a,0,1,n/a,1,n/a,n/a,1,3,2,4
tc100_def_962,962.0,0.07,0.0305,0.0,1.399,0.094,1.69,0.44,0,0.9081196581,-2.18402,0.518,0.7533647964,0.9516616314,0.051,0.6993006993,0.746,0.1358086305,0.8525132139,907.0,913.0,891.0,14.286,468.393,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,1,1,n/a,0,n/a,n/a,n/a,2,2,5
tc100_def_983,983.0,0.13,0.026,0.0,1.402,0.063,2.628,1.473,0,0.9743589744,-2.23208,0.514,0.5894074463,0.8216263847,0.051,0.8928571429,0.5,0.1321349929,0.7055169155,915.0,914.0,918.0,7.692,295.846,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_935,935.0,0.12,0.0265,0.0,1.403,0.066,2.492,1.265,0,0.9679487179,-2.24818,0.513,0.6131795141,0.8478096677,0.051,0.8695652174,0.524,0.1309273507,0.7304945909,914.0,915.0,914.0,8.333,314.453,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_242,242.0,0.12,0.0125,0.005,1.4,0.055,3.437,2.692,0,0.9914529915,-2.2,0.517,0.4479986016,0.6681772407,0.051,0.9615384615,0.437,0.1345756049,0.5580879212,920.0,916.0,924.0,8.333,666.64,0.042,0.893,0.034,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_843,843.0,0.07,0.0215,0.005,1.406,0.084,1.992,0.627,0,0.9294871795,-2.29672,0.51,0.7005768222,0.928121853,0.051,0.7518796992,0.667,0.1273547392,0.8143493376,916.0,917.0,903.0,14.286,664.465,0.071,0.935,0.059,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_2,2.0,0.07,0.0295,0.0,1.407,0.093,1.746,0.461,0,0.9102564103,-2.31298,0.508,0.7435762979,0.9490181269,0.051,0.7042253521,0.738,0.1261805444,0.8462972124,917.0,918.0,897.0,14.286,484.271,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,1,1,n/a,0,n/a,n/a,n/a,2,2,5
tc100_def_375,375.0,0.05,0.0305,0.0,1.405,0.113,1.417,0.255,0,0.8675213675,-2.2805,0.511,0.8010837266,0.9749496475,0.051,0.6172839506,0.897,0.1285372525,0.8880166871,913.0,919.0,889.0,20.0,655.738,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,1,1,n/a,0,n/a,n/a,n/a,2,2,5
tc100_def_113,113.0,0.13,0.025,0.0,1.411,0.062,2.726,1.554,0,0.9764957265,-2.37842,0.504,0.5722775739,0.8114300101,0.051,0.9009009009,0.492,0.1215663621,0.691853792,923.0,920.0,923.0,7.692,307.68,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_232,232.0,0.1,0.027,0.0,1.412,0.074,2.259,0.924,0,0.9508547009,-2.39488,0.502,0.6539066597,0.890735146,0.051,0.8130081301,0.587,0.1204333166,0.7723209028,921.0,921.0,919.0,10.0,370.37,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_180,180.0,0.05,0.0145,0.01,1.411,0.087,2.031,0.6,0,0.9230769231,-2.37842,0.504,0.6937598322,0.9315206445,0.051,0.7352941176,0.69,0.1215663621,0.8126402384,919.0,922.0,904.0,20.0,1379.31,0.2,0.952,0.081,0.003,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_50,50.0,0.3,0.01,0.0,1.379,0.051,5.786,10.711,0,1.0,-1.87282,0.542,0.0374060479,0.0,0.051,1.0,0.405,0.162292115,0.0187030239,927.0,923.0,933.0,3.333,333.3,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_835,835.0,0.07,0.0205,0.005,1.414,0.083,2.077,0.673,0,0.9316239316,-2.42792,0.5,0.6857192798,0.9223313192,0.051,0.7575757576,0.659,0.1181916135,0.8040252995,922.0,924.0,911.0,14.286,696.878,0.071,0.935,0.057,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_44,44.0,0.1,0.0155,0.005,1.415,0.062,2.949,1.718,0,0.9764957265,-2.4445,0.499,0.5332983744,0.7907854985,0.051,0.9009009009,0.492,0.1170828947,0.6620419364,924.0,925.0,927.0,10.0,645.161,0.05,0.909,0.042,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_43,43.0,0.06,0.008,0.01,1.413,0.063,3.188,1.985,0,0.9743589744,-2.41138,0.501,0.4915224611,0.7571752266,0.051,0.8928571429,0.5,0.1193084105,0.6243488438,925.0,926.0,926.0,16.667,2083.375,0.167,0.943,0.055,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_280,280.0,0.13,0.007,0.005,1.398,0.052,4.671,6.041,0,0.9978632479,-2.16808,0.519,0.2323020451,0.2466012085,0.051,0.9900990099,0.413,0.1370501727,0.2394516268,930.0,927.0,936.0,7.692,1098.857,0.038,0.885,0.025,0.0,,0,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,1,1,7
tc100_def_208,208.0,0.12,0.0245,0.0,1.421,0.065,2.682,1.41,0,0.9700854701,-2.54482,0.492,0.579968537,0.8295568983,0.051,0.8771929825,0.516,0.1105984739,0.7047627176,928.0,928.0,930.0,8.333,340.122,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_356,356.0,0.12,0.0085,0.005,1.412,0.053,4.243,4.379,0,0.9957264957,-2.39488,0.502,0.3071141409,0.45581571,0.051,0.9803921569,0.421,0.1204333166,0.3814649254,935.0,929.0,937.0,8.333,980.353,0.042,0.893,0.028,0.0,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_378,378.0,0.13,0.0235,0.0,1.425,0.061,2.889,1.696,0,0.9786324786,-2.6125,0.487,0.5437860514,0.7935548842,0.051,0.9090909091,0.484,0.1064330926,0.6686704678,932.0,930.0,935.0,7.692,327.319,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_949,949.0,0.05,0.0215,0.005,1.423,0.1,1.725,0.38,0,0.8952991453,-2.57858,0.489,0.7472469848,0.9592145015,0.051,0.6711409396,0.794,0.1085001983,0.8532307432,926.0,931.0,907.0,20.0,930.233,0.1,0.952,0.07,0.003,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_276,276.0,0.05,0.01,0.01,1.426,0.075,2.608,1.079,0,0.9487179487,-2.62952,0.486,0.5929033386,0.871223565,0.051,0.8064516129,0.595,0.1054111468,0.7320634518,931.0,932.0,928.0,20.0,2000.0,0.2,0.952,0.067,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_490,490.0,0.05,0.021,0.005,1.427,0.099,1.763,0.394,0,0.8974358974,-2.64658,0.484,0.7406047894,0.9574521652,0.051,0.6756756757,0.786,0.1043968952,0.8490284773,929.0,933.0,917.0,20.0,952.381,0.1,0.952,0.069,0.003,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_271,271.0,0.05,0.0095,0.01,1.429,0.073,2.706,1.173,0,0.952991453,-2.68082,0.482,0.5757734662,0.8593907351,0.051,0.8196721311,0.579,0.1023913421,0.7175821007,933.0,934.0,932.0,20.0,2105.263,0.2,0.952,0.065,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_591,591.0,0.05,0.0085,0.01,1.43,0.07,2.903,1.408,0,0.9594017094,-2.698,0.481,0.5413389268,0.8298086606,0.051,0.8403361345,0.556,0.1013999741,0.6855737937,936.0,935.0,934.0,20.0,2352.941,0.2,0.952,0.062,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_529,529.0,0.14,0.004,0.005,1.4,0.051,8.512,19.469,0,1.0,-2.2,0.517,0.0,0.0,0.051,1.0,0.405,0.1345756049,0.0,938.0,936.0,941.0,7.143,1785.75,0.036,0.877,0.018,0.0,,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_658,658.0,0.06,0.0195,0.005,1.433,0.087,2.043,0.58,0,0.9230769231,-2.74978,0.477,0.6916622968,0.9340382679,0.051,0.7352941176,0.69,0.0984711016,0.8128502823,934.0,937.0,925.0,16.667,854.718,0.083,0.943,0.06,0.002,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_217,217.0,0.07,0.026,0.0,1.438,0.088,1.985,0.554,0,0.9209401709,-2.83688,0.471,0.7018003845,0.9373111782,0.051,0.7299270073,0.698,0.0937383869,0.8195557814,937.0,938.0,929.0,14.286,549.462,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,1,1,n/a,0,n/a,n/a,n/a,2,2,5
tc100_def_915,915.0,0.16,0.016,0.0,1.436,0.055,3.795,3.016,0,0.9914529915,-2.80192,0.473,0.385422129,0.6273917422,0.051,0.9615384615,0.437,0.0956093664,0.5064069356,942.0,939.0,944.0,6.25,390.625,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_328,328.0,0.09,0.0135,0.005,1.442,0.062,3.2,1.86,0,0.9764957265,-2.90728,0.466,0.4894249257,0.7729103726,0.051,0.9009009009,0.492,0.0900836141,0.6311676492,941.0,940.0,940.0,11.111,823.037,0.056,0.917,0.041,0.001,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_866,866.0,0.14,0.02,0.0,1.443,0.057,3.353,2.259,0,0.9871794872,-2.92498,0.465,0.4626813494,0.7226837865,0.051,0.9433962264,0.452,0.0891878825,0.592682568,943.0,941.0,945.0,7.143,357.15,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_66,66.0,0.09,0.013,0.005,1.444,0.061,3.296,1.982,0,0.9786324786,-2.94272,0.464,0.4726446425,0.7575528701,0.051,0.9090909091,0.484,0.0882992657,0.6150987563,944.0,942.0,943.0,11.111,854.692,0.056,0.917,0.04,0.001,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_409,409.0,0.16,0.003,0.005,1.414,0.051,32.909,111.504,0,1.0,-2.42792,0.5,0.0,0.0,0.051,1.0,0.405,0.1181916135,0.0,945.0,943.0,947.0,6.25,2083.333,0.031,0.862,0.015,0.0,,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1,8
tc100_def_538,538.0,0.07,0.016,0.005,1.446,0.075,2.554,0.989,0,0.9487179487,-2.97832,0.461,0.6023422479,0.8825528701,0.051,0.8064516129,0.595,0.0865432368,0.742447559,939.0,944.0,938.0,14.286,892.875,0.071,0.935,0.051,0.001,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
