,test #,Kr,Tn,Tv,PR,RT,P-Eng,S-Eng,pressure_max_peak_idx,norm_RT,PR_apr_a,norm_transformed_PR,norm_Eng_p,norm_Eng_s,RT_min,RT_apr_a,norm_RT_ref,PR_apr_b,norm_Eng_combined,R1,R2,R3,kp,ki,kd,ess_step,IAE,ITAE,Warning,mr_rt_vs_pr_f,mr_rt_vs_pr_l,mr_eng_p,mr_kp_rt,mr_kpki,mr_kp_ess,mr_Tn_ess,mr_kd_ki,mr_kp_kd,total_1,total_0,total_na
tc100_def_635,635.0,0.16,0.0825,0.005,1.111,0.095,1.13,0.772,0,0.905982906,0.75358,0.866,0.8512497815,0.9098690836,0.051,0.6944444444,0.754,0.8071985151,0.8805594325,531.0,480.0,197.0,6.25,75.758,0.031,0.862,0.076,0.003,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_906,906.0,0.1,0.053,0.08,1.024,0.226,0.45,0.196,0,0.6260683761,0.98848,0.971,0.9701101206,0.9823766365,0.051,0.3636363636,-0.794,0.98848,0.9762433785,481.0,481.0,690.0,10.0,188.679,0.8,0.909,0.309,0.051,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_168,168.0,0.23,0.094,0.06,1.018,0.203,0.551,0.664,0,0.6752136752,0.99352,0.978,0.9524558644,0.9234642497,0.051,0.3968253968,-0.611,0.99352,0.9379600571,448.0,482.0,634.0,4.348,46.255,0.261,0.813,0.235,0.029,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_999,999.0,0.06,0.039,0.08,1.034,0.222,0.444,0.109,0,0.6346153846,0.97688,0.959,0.9711588883,0.9933282981,0.051,0.36900369,-0.762,0.97688,0.9822435932,476.0,483.0,685.0,16.667,427.359,1.333,0.943,0.342,0.062,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_840,840.0,0.1,0.0085,0.08,1.0,0.202,0.636,0.679,3,0.6773504274,1.0,1.0,0.937598322,0.9215760322,0.051,0.3984063745,-0.603,1.0,0.9295871771,447.0,484.0,631.0,10.0,1176.471,0.8,0.909,0.124,0.008,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_608,608.0,0.1,0.0565,0.04,1.076,0.156,0.651,0.263,0,0.7756410256,0.88448,0.908,0.9349764027,0.9739425982,0.051,0.487804878,-0.238,0.8937972603,0.9544595005,425.0,485.0,513.0,10.0,176.991,0.4,0.909,0.225,0.027,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_984,984.0,0.1,0.04,0.035,1.093,0.129,0.8,0.329,0,0.8333333333,0.82702,0.888,0.9089320049,0.9656344411,0.051,0.5617977528,-0.024,0.8532773182,0.937283223,466.0,486.0,403.0,10.0,250.0,0.35,0.909,0.177,0.017,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_395,395.0,0.15,0.012,0.08,1.0,0.203,0.613,0.717,3,0.6752136752,1.0,1.0,0.9416185981,0.9167925478,0.051,0.3968253968,-0.611,1.0,0.929205573,451.0,487.0,635.0,6.667,555.583,0.533,0.87,0.12,0.008,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_56,56.0,0.23,0.01,0.055,1.0,0.149,0.912,2.047,2,0.7905982906,1.0,1.0,0.8893550079,0.7493705942,0.051,0.5050505051,-0.183,1.0,0.819362801,437.0,488.0,491.0,4.348,434.8,0.239,0.813,0.073,0.003,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_919,919.0,0.16,0.0075,0.06,1.0,0.159,0.875,1.715,2,0.7692307692,1.0,1.0,0.8958224087,0.791163142,0.051,0.4807692308,-0.262,1.0,0.8434927753,431.0,489.0,532.0,6.25,833.333,0.375,0.862,0.08,0.003,,n/a,1,n/a,0,n/a,n/a,n/a,n/a,n/a,1,1,7
tc100_def_734,734.0,0.22,0.027,0.08,1.0,0.206,0.562,0.742,1,0.6688034188,1.0,1.0,0.9505331236,0.9136455186,0.051,0.3921568627,-0.635,1.0,0.9320893211,457.0,490.0,639.0,4.545,168.333,0.364,0.82,0.149,0.012,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_812,812.0,0.09,0.053,0.08,1.027,0.229,0.441,0.169,0,0.6196581197,0.98542,0.967,0.9716832722,0.985775428,0.051,0.3597122302,-0.817,0.98542,0.9787293501,489.0,491.0,695.0,11.111,209.642,0.889,0.917,0.326,0.057,,n/a,1,n/a,0,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_292,292.0,0.22,0.026,0.08,1.0,0.206,0.564,0.746,1,0.6688034188,1.0,1.0,0.9501835343,0.913141994,0.051,0.3921568627,-0.635,1.0,0.9316627642,459.0,492.0,640.0,4.545,174.808,0.364,0.82,0.146,0.011,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_120,120.0,0.12,0.06,0.08,1.021,0.229,0.452,0.246,0,0.6196581197,0.99118,0.975,0.9697605314,0.976082578,0.051,0.3597122302,-0.817,0.99118,0.9729215547,490.0,493.0,696.0,8.333,138.883,0.667,0.893,0.3,0.048,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_783,783.0,0.07,0.046,0.08,1.032,0.227,0.436,0.125,0,0.6239316239,0.97952,0.961,0.9725572452,0.9913141994,0.051,0.3623188406,-0.802,0.97952,0.9819357223,487.0,494.0,692.0,14.286,310.565,1.143,0.935,0.344,0.063,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_744,744.0,0.06,0.0145,0.035,1.112,0.101,1.081,0.405,0,0.8931623932,0.74912,0.865,0.8598147177,0.9560674723,0.051,0.6666666667,0.802,0.8045577149,0.907941095,523.0,495.0,169.0,16.667,1149.448,0.583,0.943,0.138,0.01,,0,n/a,1,1,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_278,278.0,0.22,0.037,0.08,1.001,0.209,0.538,0.717,0,0.6623931624,0.99998,0.999,0.9547281944,0.9167925478,0.051,0.3875968992,-0.659,0.99998,0.9357603711,463.0,496.0,659.0,4.545,122.838,0.364,0.82,0.174,0.016,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_62,62.0,0.16,0.062,0.08,1.015,0.225,0.472,0.382,0,0.6282051282,0.9955,0.982,0.966264639,0.9589627392,0.051,0.3649635036,-0.786,0.9955,0.9626136891,486.0,497.0,689.0,6.25,100.806,0.5,0.862,0.264,0.037,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_225,225.0,0.22,0.04,0.08,1.001,0.211,0.532,0.712,0,0.6581196581,0.99998,0.999,0.9557769621,0.9174219537,0.051,0.3846153846,-0.675,0.99998,0.9365994579,475.0,498.0,667.0,4.545,113.625,0.364,0.82,0.181,0.017,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_855,855.0,0.22,0.042,0.01,1.124,0.072,1.554,1.435,0,0.9551282051,0.69248,0.85,0.7771368642,0.8264098691,0.051,0.826446281,0.571,0.7723107024,0.8017733666,591.0,499.0,273.0,4.545,108.214,0.045,0.82,0.066,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_526,526.0,0.23,0.0255,0.08,1.0,0.206,0.567,0.794,3,0.6688034188,1.0,1.0,0.9496591505,0.9070996979,0.051,0.3921568627,-0.635,1.0,0.9283794242,467.0,500.0,643.0,4.348,170.51,0.348,0.813,0.141,0.011,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_688,688.0,0.23,0.0335,0.08,1.0,0.208,0.547,0.774,0,0.6645299145,1.0,1.0,0.9531550428,0.9096173212,0.051,0.3891050584,-0.651,1.0,0.931386182,469.0,501.0,655.0,4.348,129.791,0.348,0.813,0.162,0.014,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_520,520.0,0.1,0.066,0.04,1.072,0.166,0.61,0.247,0,0.7542735043,0.89632,0.913,0.942142982,0.9759566969,0.051,0.4651162791,-0.317,0.9028379586,0.9590498394,439.0,502.0,549.0,10.0,151.515,0.4,0.909,0.244,0.032,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_27,27.0,0.12,0.0255,0.025,1.118,0.09,1.208,0.683,0,0.9166666667,0.72152,0.857,0.8376158014,0.9210725076,0.051,0.7194244604,0.714,0.7885572805,0.8793441545,547.0,503.0,215.0,8.333,326.784,0.208,0.893,0.109,0.006,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_817,817.0,0.23,0.0245,0.08,1.0,0.206,0.569,0.797,3,0.6688034188,1.0,1.0,0.9493095613,0.9067220544,0.051,0.3921568627,-0.635,1.0,0.9280158078,468.0,504.0,644.0,4.348,177.469,0.348,0.813,0.138,0.01,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_805,805.0,0.06,0.037,0.06,1.064,0.184,0.541,0.13,0,0.7158119658,0.91808,0.923,0.9542038105,0.9906847936,0.051,0.4291845494,-0.46,0.9202978603,0.972444302,449.0,505.0,583.0,16.667,450.459,1.0,0.943,0.289,0.044,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_228,228.0,0.07,0.048,0.08,1.033,0.23,0.43,0.123,0,0.6175213675,0.97822,0.96,0.9736060129,0.9915659617,0.051,0.3584229391,-0.825,0.97822,0.9825859873,494.0,506.0,702.0,14.286,297.625,1.143,0.935,0.351,0.066,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_132,132.0,0.09,0.0665,0.06,1.048,0.207,0.485,0.179,0,0.6666666667,0.95392,0.942,0.963992309,0.9845166163,0.051,0.390625,-0.643,0.95392,0.9742544627,474.0,507.0,654.0,11.111,167.083,0.667,0.917,0.316,0.053,,n/a,1,n/a,0,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_398,398.0,0.1,0.067,0.04,1.072,0.167,0.607,0.246,0,0.7521367521,0.89632,0.913,0.9426673658,0.976082578,0.051,0.462962963,-0.325,0.9028379586,0.9593749719,443.0,508.0,554.0,10.0,149.254,0.4,0.909,0.246,0.032,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_209,209.0,0.23,0.0215,0.08,1.0,0.206,0.578,0.812,3,0.6688034188,1.0,1.0,0.9477364097,0.9048338369,0.051,0.3921568627,-0.635,1.0,0.9262851233,472.0,509.0,646.0,4.348,202.233,0.348,0.813,0.13,0.009,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_746,746.0,0.16,0.067,0.08,1.016,0.229,0.464,0.376,0,0.6196581197,0.99488,0.981,0.967662996,0.9597180262,0.051,0.3597122302,-0.817,0.99488,0.9636905111,496.0,510.0,698.0,6.25,93.284,0.5,0.862,0.275,0.04,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_707,707.0,0.22,0.046,0.08,1.003,0.214,0.52,0.703,0,0.6517094017,0.99982,0.996,0.9578744975,0.9185548842,0.051,0.3802281369,-0.698,0.99982,0.9382146908,482.0,511.0,672.0,4.545,98.804,0.364,0.82,0.194,0.02,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_46,46.0,0.12,0.065,0.08,1.022,0.234,0.443,0.241,0,0.608974359,0.99032,0.973,0.9713336829,0.9767119839,0.051,0.3533568905,-0.857,0.99032,0.9740228334,505.0,512.0,713.0,8.333,128.2,0.667,0.893,0.312,0.052,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_488,488.0,0.23,0.042,0.08,1.002,0.212,0.529,0.763,0,0.655982906,0.99992,0.998,0.9563013459,0.9110020141,0.051,0.3831417625,-0.683,0.99992,0.93365168,483.0,513.0,669.0,4.348,103.524,0.348,0.813,0.181,0.018,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_711,711.0,0.13,0.067,0.08,1.021,0.234,0.446,0.27,0,0.608974359,0.99118,0.975,0.9708092991,0.97306143,0.051,0.3533568905,-0.857,0.99118,0.9719353645,507.0,514.0,714.0,7.692,114.806,0.615,0.885,0.305,0.049,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_215,215.0,0.09,0.0315,0.035,1.101,0.121,0.861,0.331,0,0.8504273504,0.79598,0.878,0.8982695333,0.9653826788,0.051,0.5882352941,0.96,0.8331576704,0.931826106,495.0,515.0,69.0,11.111,352.73,0.389,0.917,0.166,0.015,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_261,261.0,0.16,0.0105,0.08,1.0,0.205,0.624,0.83,3,0.6709401709,1.0,1.0,0.9396958574,0.9025679758,0.051,0.3937007874,-0.627,1.0,0.9211319166,477.0,516.0,642.0,6.25,595.238,0.5,0.862,0.109,0.006,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_403,403.0,0.22,0.0155,0.08,1.0,0.206,0.599,0.844,3,0.6688034188,1.0,1.0,0.9440657228,0.9008056395,0.051,0.3921568627,-0.635,1.0,0.9224356811,480.0,517.0,651.0,4.545,293.226,0.364,0.82,0.113,0.007,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_550,550.0,0.1,0.016,0.025,1.126,0.079,1.424,0.845,0,0.9401709402,0.68248,0.848,0.7998601643,0.9006797583,0.051,0.78125,0.627,0.7668454157,0.8502699613,575.0,518.0,254.0,10.0,625.0,0.25,0.909,0.095,0.005,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_559,559.0,0.13,0.0085,0.08,1.0,0.204,0.639,0.853,3,0.6730769231,1.0,1.0,0.9370739381,0.899672709,0.051,0.395256917,-0.619,1.0,0.9183733235,478.0,519.0,638.0,7.692,904.941,0.615,0.885,0.108,0.006,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_1001,1001.0,0.12,0.099,0.06,1.033,0.226,0.463,0.25,0,0.6260683761,0.97822,0.96,0.9678377906,0.9755790534,0.051,0.3636363636,-0.794,0.97822,0.971708422,499.0,520.0,694.0,8.333,84.172,0.5,0.893,0.334,0.059,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_53,53.0,0.05,0.015,0.04,1.106,0.115,0.942,0.285,0,0.8632478632,0.77528,0.872,0.8841111694,0.9711732125,0.051,0.6097560976,0.913,0.8202834071,0.9276421909,510.0,521.0,110.0,20.0,1333.333,0.8,0.952,0.164,0.014,,0,n/a,1,1,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_6,6.0,0.23,0.016,0.08,1.0,0.206,0.598,0.876,5,0.6688034188,1.0,1.0,0.9442405174,0.8967774421,0.051,0.3921568627,-0.635,1.0,0.9205089797,484.0,522.0,653.0,4.348,271.75,0.348,0.813,0.112,0.007,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_112,112.0,0.23,0.062,0.0,1.128,0.068,1.658,1.551,0,0.9636752137,0.67232,0.845,0.7589582241,0.8118076536,0.051,0.8547008547,0.54,0.7613570084,0.7853829388,600.0,523.0,283.0,4.348,70.129,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_740,740.0,0.16,0.007,0.06,1.0,0.159,0.89,1.928,2,0.7692307692,1.0,1.0,0.8932004894,0.7643504532,0.051,0.4807692308,-0.262,1.0,0.8287754713,464.0,524.0,542.0,6.25,892.857,0.375,0.862,0.077,0.003,,n/a,1,n/a,0,n/a,n/a,n/a,n/a,n/a,1,1,7
tc100_def_146,146.0,0.23,0.033,0.01,1.128,0.068,1.686,1.583,0,0.9636752137,0.67232,0.845,0.7540639748,0.8077794562,0.051,0.8547008547,0.54,0.7613570084,0.7809217155,603.0,525.0,284.0,4.348,131.758,0.043,0.813,0.057,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_613,613.0,0.12,0.029,0.025,1.119,0.094,1.141,0.615,0,0.9081196581,0.71678,0.856,0.8493270407,0.929632427,0.051,0.6993006993,0.746,0.7858658387,0.8894797339,549.0,526.0,209.0,8.333,287.345,0.208,0.893,0.117,0.007,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_880,880.0,0.09,0.066,0.08,1.03,0.244,0.413,0.158,0,0.5876068376,0.982,0.964,0.9765775214,0.9871601208,0.051,0.3412969283,-0.937,0.982,0.9818688211,521.0,527.0,732.0,11.111,168.348,0.889,0.917,0.363,0.07,,n/a,1,n/a,0,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_574,574.0,0.07,0.0545,0.08,1.036,0.24,0.413,0.117,0,0.5961538462,0.97408,0.957,0.9765775214,0.9923212487,0.051,0.3460207612,-0.905,0.97408,0.9844493851,518.0,528.0,727.0,14.286,262.128,1.143,0.935,0.374,0.075,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_898,898.0,0.13,0.094,0.005,1.106,0.114,0.93,0.508,0,0.8653846154,0.77528,0.872,0.8862087048,0.943101712,0.051,0.6134969325,0.905,0.8202834071,0.9146552084,517.0,529.0,126.0,7.692,81.83,0.038,0.885,0.09,0.004,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_784,784.0,0.07,0.0265,0.04,1.1,0.129,0.809,0.251,0,0.8333333333,0.8,0.879,0.9073588533,0.9754531722,0.051,0.5617977528,-0.024,0.8357057971,0.9414060128,504.0,530.0,429.0,14.286,539.094,0.571,0.935,0.185,0.018,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_846,846.0,0.06,0.048,0.08,1.04,0.237,0.415,0.099,0,0.6025641026,0.968,0.952,0.9762279322,0.9945871098,0.051,0.3496503497,-0.881,0.968,0.985407521,516.0,531.0,720.0,16.667,347.229,1.333,0.943,0.379,0.077,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_593,593.0,0.13,0.0825,0.08,1.022,0.248,0.423,0.258,0,0.5790598291,0.99032,0.973,0.9748295752,0.974572004,0.051,0.3367003367,-0.968,0.99032,0.9747007896,528.0,532.0,743.0,7.692,93.236,0.615,0.885,0.338,0.061,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_153,153.0,0.1,0.0165,0.025,1.128,0.08,1.406,0.817,0,0.938034188,0.67232,0.845,0.8030064674,0.904204431,0.051,0.7751937984,0.635,0.7613570084,0.8536054492,584.0,533.0,253.0,10.0,606.061,0.25,0.909,0.096,0.005,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_717,717.0,0.16,0.0085,0.08,1.0,0.205,0.643,1.042,3,0.6709401709,1.0,1.0,0.9363747597,0.8758811682,0.051,0.3937007874,-0.627,1.0,0.9061279639,498.0,534.0,656.0,6.25,735.294,0.5,0.862,0.098,0.005,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_341,341.0,0.09,0.0055,0.08,1.0,0.203,0.678,1.058,2,0.6752136752,1.0,1.0,0.9302569481,0.8738670695,0.051,0.3968253968,-0.611,1.0,0.9020620088,497.0,535.0,647.0,11.111,2020.182,0.889,0.917,0.105,0.006,,n/a,1,n/a,n/a,n/a,n/a,n/a,0,n/a,1,1,7
tc100_def_133,133.0,0.15,0.008,0.08,1.0,0.205,0.648,1.054,3,0.6709401709,1.0,1.0,0.9355007866,0.8743705942,0.051,0.3937007874,-0.627,1.0,0.9049356904,500.0,536.0,657.0,6.667,833.375,0.533,0.87,0.098,0.005,,n/a,1,n/a,0,n/a,n/a,n/a,n/a,n/a,1,1,7
tc100_def_811,811.0,0.3,0.0235,0.005,1.133,0.06,2.004,1.872,0,0.9807692308,0.64622,0.839,0.6984792868,0.7713997986,0.051,0.9174311927,0.476,0.7475417431,0.7349395427,630.0,537.0,313.0,3.333,141.83,0.017,0.769,0.03,0.0,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_961,961.0,0.09,0.099,0.04,1.059,0.206,0.494,0.185,0,0.6688034188,0.93038,0.929,0.9624191575,0.9837613293,0.051,0.3921568627,-0.635,0.9307673622,0.9730902434,506.0,538.0,663.0,11.111,112.232,0.444,0.917,0.315,0.053,,n/a,0,n/a,0,n/a,1,n/a,n/a,n/a,1,2,6
tc100_def_310,310.0,0.09,0.094,0.055,1.047,0.228,0.445,0.168,0,0.6217948718,0.95582,0.943,0.9709840937,0.9859013092,0.051,0.3610108303,-0.81,0.95582,0.9784427014,515.0,539.0,706.0,11.111,118.202,0.611,0.917,0.36,0.069,,n/a,1,n/a,0,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_255,255.0,0.16,0.094,0.08,1.018,0.251,0.43,0.355,0,0.5726495726,0.99352,0.978,0.9736060129,0.9623615307,0.051,0.3333333333,-0.992,0.99352,0.9679837718,535.0,540.0,747.0,6.25,66.489,0.5,0.862,0.325,0.056,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_928,928.0,0.09,0.067,0.04,1.078,0.173,0.585,0.209,0,0.7393162393,0.87832,0.906,0.9465128474,0.9807401813,0.051,0.4504504505,-0.373,0.8892026558,0.9636265143,492.0,541.0,571.0,11.111,165.836,0.444,0.917,0.259,0.036,,n/a,0,n/a,0,n/a,1,n/a,n/a,n/a,1,2,6
tc100_def_778,778.0,0.07,0.053,0.055,1.069,0.193,0.514,0.139,0,0.6965811966,0.90478,0.917,0.9589232652,0.989551863,0.051,0.4132231405,-0.532,0.9094846562,0.9742375641,501.0,542.0,616.0,14.286,269.547,0.786,0.935,0.306,0.05,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_725,725.0,0.05,0.029,0.055,1.082,0.169,0.598,0.125,0,0.7478632479,0.86552,0.901,0.9442405174,0.9913141994,0.051,0.4587155963,-0.341,0.879869919,0.9677773584,493.0,543.0,563.0,20.0,689.655,1.1,0.952,0.268,0.038,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_973,973.0,0.1,0.0055,0.08,1.0,0.204,0.68,1.176,3,0.6730769231,1.0,1.0,0.9299073589,0.8590130916,0.051,0.395256917,-0.619,1.0,0.8944602252,509.0,544.0,661.0,10.0,1818.182,0.8,0.909,0.099,0.005,,n/a,1,n/a,n/a,n/a,n/a,n/a,0,n/a,1,1,7
tc100_def_70,70.0,0.14,0.1,0.08,1.02,0.261,0.41,0.281,0,0.5512820513,0.992,0.976,0.9771019053,0.9716767372,0.051,0.3225806452,-1.071,0.992,0.9743893212,546.0,545.0,765.0,7.143,71.43,0.571,0.877,0.359,0.069,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_257,257.0,0.09,0.1,0.06,1.041,0.244,0.418,0.161,0,0.5876068376,0.96638,0.95,0.9757035483,0.9867824773,0.051,0.3412969283,-0.937,0.96638,0.9812430128,533.0,546.0,738.0,11.111,111.11,0.667,0.917,0.387,0.08,,n/a,1,n/a,0,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_96,96.0,0.14,0.007,0.08,1.0,0.205,0.662,1.194,3,0.6709401709,1.0,1.0,0.9330536619,0.8567472306,0.051,0.3937007874,-0.627,1.0,0.8949004463,511.0,547.0,665.0,7.143,1020.429,0.571,0.877,0.095,0.005,,n/a,1,n/a,0,n/a,n/a,n/a,n/a,n/a,1,1,7
tc100_def_562,562.0,0.13,0.099,0.08,1.021,0.263,0.404,0.25,0,0.547008547,0.99118,0.975,0.978150673,0.9755790534,0.051,0.3205128205,-1.087,0.99118,0.9768648632,548.0,548.0,770.0,7.692,77.697,0.615,0.885,0.37,0.073,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_826,826.0,0.09,0.003,0.035,1.0,0.097,1.677,4.437,3,0.9017094017,1.0,1.0,0.7556371264,0.4485146022,0.051,0.6849315068,0.77,1.0,0.6020758643,555.0,549.0,202.0,11.111,3703.667,0.389,0.917,0.051,0.001,,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,8
tc100_def_646,646.0,0.3,0.023,0.005,1.135,0.06,2.026,1.897,0,0.9807692308,0.6355,0.837,0.6946338053,0.7682527694,0.051,0.9174311927,0.476,0.7419806918,0.7314432873,633.0,550.0,321.0,3.333,144.913,0.017,0.769,0.029,0.0,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_554,554.0,0.07,0.067,0.06,1.059,0.221,0.448,0.122,0,0.6367521368,0.93038,0.929,0.9704597098,0.9916918429,0.051,0.3703703704,-0.754,0.9307673622,0.9810757764,526.0,551.0,693.0,14.286,213.224,0.857,0.935,0.359,0.069,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_425,425.0,0.07,0.073,0.08,1.038,0.266,0.374,0.106,0,0.5405982906,0.97112,0.954,0.9833945114,0.9937059416,0.051,0.3174603175,-1.111,0.97112,0.9885502265,559.0,552.0,780.0,14.286,195.699,1.143,0.935,0.433,0.1,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_69,69.0,0.09,0.046,0.035,1.1,0.14,0.731,0.26,0,0.8098290598,0.8,0.879,0.9209928334,0.9743202417,0.051,0.5291005291,-0.111,0.8357057971,0.9476565376,514.0,553.0,489.0,11.111,241.543,0.389,0.917,0.201,0.021,,n/a,0,n/a,0,n/a,1,n/a,n/a,n/a,1,2,6
tc100_def_97,97.0,0.07,0.0665,0.055,1.066,0.212,0.468,0.127,0,0.655982906,0.91288,0.92,0.9669638175,0.9910624371,0.051,0.3831417625,-0.683,0.9160129937,0.9790131273,527.0,554.0,681.0,14.286,214.827,0.786,0.935,0.343,0.063,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_794,794.0,0.06,0.065,0.08,1.043,0.264,0.373,0.087,0,0.5448717949,0.96302,0.948,0.9835693061,0.9960976838,0.051,0.3194888179,-1.095,0.96302,0.9898334949,562.0,555.0,775.0,16.667,256.415,1.333,0.943,0.442,0.104,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_872,872.0,0.06,0.066,0.08,1.043,0.265,0.371,0.087,0,0.5427350427,0.96302,0.948,0.9839188953,0.9960976838,0.051,0.3184713376,-1.103,0.96302,0.9900082895,565.0,556.0,779.0,16.667,252.53,1.333,0.943,0.445,0.106,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_315,315.0,0.06,0.0225,0.04,1.11,0.126,0.835,0.236,0,0.8397435897,0.758,0.867,0.9028141933,0.9773413897,0.051,0.5714285714,1.0,0.8098315512,0.9400777915,532.0,557.0,59.0,16.667,740.756,0.667,0.943,0.184,0.018,,0,0,1,1,n/a,1,n/a,n/a,n/a,3,2,4
tc100_def_300,300.0,0.14,0.073,0.01,1.119,0.105,1.014,0.587,0,0.8846153846,0.71678,0.856,0.871525957,0.9331570997,0.051,0.6493506494,0.833,0.7858658387,0.9023415283,556.0,558.0,170.0,7.143,97.849,0.071,0.877,0.108,0.006,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
